SourceFile	FileName	CreateDate	track_seg_point_id	time	coords.x1	coords.x2	ele	dist
../photo/technical/20190719_d06_1715_img_8557.jpg	20190719_d06_1715_img_8557.jpg	2019-07-19T17:15:53Z	1152	2019-07-19T17:16:19Z	7.857687	46.14133	3042.22	26
../photo/technical/20190719_d06_1843__mg_5919.jpg	20190719_d06_1843__mg_5919.jpg	2019-07-19T18:43:08Z	1158	2019-07-19T18:04:19Z	7.856474	46.14139	3035.2	2329
../photo/technical/20190719_d06_1854__mg_5926.jpg	20190719_d06_1854__mg_5926.jpg	2019-07-19T18:54:05Z	1158	2019-07-19T18:04:19Z	7.856474	46.14139	3035.2	2986
../photo/technical/20190719_d06_1854__mg_5929.jpg	20190719_d06_1854__mg_5929.jpg	2019-07-19T18:54:07Z	1158	2019-07-19T18:04:19Z	7.856474	46.14139	3035.2	2988
../photo/technical/20190720_d07_0859_img_8579.jpg	20190720_d07_0859_img_8579.jpg	2019-07-20T08:59:03Z	1166	2019-07-20T09:00:51Z	7.853359	46.143226	2943.72	108
../photo/technical/20190720_d07_0913__mg_5946.jpg	20190720_d07_0913__mg_5946.jpg	2019-07-20T09:13:01Z	1171	2019-07-20T09:12:51Z	7.849986	46.144213	2897.84	10
../photo/technical/20190720_d07_0914__mg_5952.jpg	20190720_d07_0914__mg_5952.jpg	2019-07-20T09:14:14Z	1171	2019-07-20T09:12:51Z	7.849986	46.144213	2897.84	83
../photo/technical/20190720_d07_0915__mg_5953.jpg	20190720_d07_0915__mg_5953.jpg	2019-07-20T09:15:04Z	1171	2019-07-20T09:12:51Z	7.849986	46.144213	2897.84	133
../photo/technical/20190720_d07_0915__mg_5954.jpg	20190720_d07_0915__mg_5954.jpg	2019-07-20T09:15:14Z	1171	2019-07-20T09:12:51Z	7.849986	46.144213	2897.84	143
../photo/technical/20190720_d07_0920__mg_5962.jpg	20190720_d07_0920__mg_5962.jpg	2019-07-20T09:20:26Z	1172	2019-07-20T09:22:51Z	7.850005	46.144225	2896.31	145
../photo/technical/20190720_d07_0923_img_8603.jpg	20190720_d07_0923_img_8603.jpg	2019-07-20T09:23:49Z	1172	2019-07-20T09:22:51Z	7.850005	46.144225	2896.31	58
../photo/technical/20190720_d07_0927_img_8613 panorama.jpg	20190720_d07_0927_img_8613 panorama.jpg	2019-07-20T09:27:28Z	1172	2019-07-20T09:22:51Z	7.850005	46.144225	2896.31	277
../photo/technical/20190720_d07_0930__mg_5967.jpg	20190720_d07_0930__mg_5967.jpg	2019-07-20T09:30:16Z	1173	2019-07-20T09:36:51Z	7.849995	46.144226	2896.18	395
../photo/technical/20190720_d07_0937__mg_5971.jpg	20190720_d07_0937__mg_5971.jpg	2019-07-20T09:37:09Z	1173	2019-07-20T09:36:51Z	7.849995	46.144226	2896.18	18
../photo/technical/20190720_d07_0938_img_8646.jpg	20190720_d07_0938_img_8646.jpg	2019-07-20T09:38:21Z	1174	2019-07-20T09:38:51Z	7.849999	46.144209	2896.46	30
../photo/technical/20190720_d07_0944__mg_5984.jpg	20190720_d07_0944__mg_5984.jpg	2019-07-20T09:44:29Z	1177	2019-07-20T09:44:51Z	7.849022	46.142897	2873.24	22
../photo/technical/20190720_d07_0944_img_8648.jpg	20190720_d07_0944_img_8648.jpg	2019-07-20T09:44:00Z	1177	2019-07-20T09:44:51Z	7.849022	46.142897	2873.24	51
../photo/technical/20190720_d07_0954__mg_5989.jpg	20190720_d07_0954__mg_5989.jpg	2019-07-20T09:54:42Z	1181	2019-07-20T09:54:51Z	7.847225	46.142021	2802.15	9
../photo/technical/20190720_d07_1006__mg_6001.jpg	20190720_d07_1006__mg_6001.jpg	2019-07-20T10:06:31Z	1186	2019-07-20T10:06:51Z	7.84566	46.141312	2741.91	20
../photo/technical/20190720_d07_1010_img_8695_1.jpg	20190720_d07_1010_img_8695_1.jpg	2019-07-20T10:10:47Z	1188	2019-07-20T10:10:51Z	7.84465	46.14062	2755.88	4
../photo/technical/20190720_d07_1054_img_8715.jpg	20190720_d07_1054_img_8715.jpg	2019-07-20T10:54:22Z	1206	2019-07-20T10:54:51Z	7.838052	46.142541	2705.49	29
../photo/technical/20190720_d07_1104_img_8728_1.jpg	20190720_d07_1104_img_8728_1.jpg	2019-07-20T11:04:12Z	1211	2019-07-20T11:04:51Z	7.834243	46.144945	2720.33	39
../photo/technical/20190720_d07_1127_img_8775.jpg	20190720_d07_1127_img_8775.jpg	2019-07-20T11:27:20Z	1218	2019-07-20T11:26:51Z	7.833847	46.146805	2723.01	29
../photo/technical/20190720_d07_1135__mg_6047.jpg	20190720_d07_1135__mg_6047.jpg	2019-07-20T11:35:50Z	1222	2019-07-20T11:36:51Z	7.830221	46.149681	2683.71	61
../photo/technical/20190720_d07_1138_img_8800.jpg	20190720_d07_1138_img_8800.jpg	2019-07-20T11:38:59Z	1223	2019-07-20T11:38:51Z	7.829651	46.150405	2684.47	8
../photo/technical/20190720_d07_1149_img_8825_1.jpg	20190720_d07_1149_img_8825_1.jpg	2019-07-20T11:49:30Z	1228	2019-07-20T11:48:51Z	7.826877	46.153325	2674.85	39
../photo/technical/20190720_d07_1200_img_8835.jpg	20190720_d07_1200_img_8835.jpg	2019-07-20T12:00:48Z	1230	2019-07-20T12:02:51Z	7.826866	46.153312	2672.44	123
../photo/technical/20190720_d07_1202_img_8836.jpg	20190720_d07_1202_img_8836.jpg	2019-07-20T12:02:02Z	1230	2019-07-20T12:02:51Z	7.826866	46.153312	2672.44	49
../photo/technical/20190720_d07_1207_img_8845.jpg	20190720_d07_1207_img_8845.jpg	2019-07-20T12:07:33Z	1232	2019-07-20T12:06:51Z	7.826877	46.153335	2673.44	42
../photo/technical/20190720_d07_1212_img_8848.jpg	20190720_d07_1212_img_8848.jpg	2019-07-20T12:12:59Z	1235	2019-07-20T12:12:51Z	7.824795	46.154851	2621.05	8
../photo/technical/20190720_d07_1213__mg_6099.jpg	20190720_d07_1213__mg_6099.jpg	2019-07-20T12:13:56Z	1236	2019-07-20T12:14:51Z	7.824586	46.154898	2605.03	55
../photo/technical/20190720_d07_1238_img_8871.jpg	20190720_d07_1238_img_8871.jpg	2019-07-20T12:38:36Z	1246	2019-07-20T12:38:51Z	7.825108	46.159347	2501.6	15
../photo/technical/20190720_d07_1246__mg_6113.jpg	20190720_d07_1246__mg_6113.jpg	2019-07-20T12:46:56Z	1249	2019-07-20T12:48:51Z	7.824866	46.160358	2474.42	115
../photo/technical/20190720_d07_1247__mg_6114.jpg	20190720_d07_1247__mg_6114.jpg	2019-07-20T12:47:08Z	1249	2019-07-20T12:48:51Z	7.824866	46.160358	2474.42	103
../photo/technical/20190720_d07_1247__mg_6117.jpg	20190720_d07_1247__mg_6117.jpg	2019-07-20T12:47:15Z	1249	2019-07-20T12:48:51Z	7.824866	46.160358	2474.42	96
../photo/technical/20190720_d07_1259_img_8902.jpg	20190720_d07_1259_img_8902.jpg	2019-07-20T12:59:26Z	1253	2019-07-20T12:58:51Z	7.822516	46.162468	2400.46	35
../photo/technical/20190720_d07_1627__mg_6140.jpg	20190720_d07_1627__mg_6140.jpg	2019-07-20T16:27:10Z	1286	2019-07-20T16:26:51Z	7.82361	46.171509	1697.46	19
../photo/technical/20190720_d07_1629__mg_6143.jpg	20190720_d07_1629__mg_6143.jpg	2019-07-20T16:29:47Z	1287	2019-07-20T16:28:51Z	7.822747	46.172088	1675.15	56
../photo/technical/20190720_d07_1756_img_8945.jpg	20190720_d07_1756_img_8945.jpg	2019-07-20T17:56:35Z	1322	2019-07-20T17:56:51Z	7.802821	46.154095	1557.42	16
../photo/technical/20190720_d07_1800__mg_6152.jpg	20190720_d07_1800__mg_6152.jpg	2019-07-20T18:00:17Z	1324	2019-07-20T18:00:51Z	7.802748	46.153972	1561.82	34
../photo/technical/20190720_d07_1835_img_8950.jpg	20190720_d07_1835_img_8950.jpg	2019-07-20T18:35:05Z	1338	2019-07-20T18:32:51Z	7.801521	46.148962	1621.96	134
../photo/technical/20190720_d07_1937_img_8969.jpg	20190720_d07_1937_img_8969.jpg	2019-07-20T19:37:36Z	1360	2019-07-20T19:36:51Z	7.797388	46.143183	1624.81	45
../photo/technical/20190720_d07_1945__mg_6174.jpg	20190720_d07_1945__mg_6174.jpg	2019-07-20T19:45:11Z	1363	2019-07-20T19:46:51Z	7.79779	46.140376	1541.2	100
../photo/technical/20190720_d07_2030__mg_6212.jpg	20190720_d07_2030__mg_6212.jpg	2019-07-20T20:30:37Z	1381	2019-07-20T20:30:51Z	7.791861	46.133265	1280.42	14
../photo/technical/20190722_d09_0841__mg_6279.jpg	20190722_d09_0841__mg_6279.jpg	2019-07-22T08:41:28Z	1427	2019-07-22T08:41:42Z	7.74278	46.014937	1634.1	14
../photo/technical/20190722_d09_0857__mg_6307.jpg	20190722_d09_0857__mg_6307.jpg	2019-07-22T08:57:46Z	1435	2019-07-22T08:57:42Z	7.714718	45.994557	2416.66	4
../photo/technical/20190722_d09_0932_img_9072.jpg	20190722_d09_0932_img_9072.jpg	2019-07-22T09:32:39Z	1448	2019-07-22T09:33:35Z	7.722991	45.96977	2935.29	56
../photo/technical/20190722_d09_0949__mg_6314.jpg	20190722_d09_0949__mg_6314.jpg	2019-07-22T09:49:53Z	1456	2019-07-22T09:49:35Z	7.724582	45.965425	3028.37	18
../photo/technical/20190722_d09_0953__mg_6318.jpg	20190722_d09_0953__mg_6318.jpg	2019-07-22T09:53:41Z	1458	2019-07-22T09:53:35Z	7.724697	45.964241	3039.38	6
../photo/technical/20190722_d09_1008__mg_6332.jpg	20190722_d09_1008__mg_6332.jpg	2019-07-22T10:08:41Z	1465	2019-07-22T10:09:35Z	7.72434	45.963383	3047.12	54
../photo/technical/20190722_d09_1012__mg_6336.jpg	20190722_d09_1012__mg_6336.jpg	2019-07-22T10:12:36Z	1467	2019-07-22T10:13:35Z	7.723015	45.962149	3066.29	59
../photo/technical/20190722_d09_1021__mg_6340.jpg	20190722_d09_1021__mg_6340.jpg	2019-07-22T10:21:47Z	1471	2019-07-22T10:21:35Z	7.719803	45.959555	3085.71	12
../photo/technical/20190722_d09_1026__mg_6346.jpg	20190722_d09_1026__mg_6346.jpg	2019-07-22T10:26:20Z	1473	2019-07-22T10:25:35Z	7.719384	45.958801	3100.74	45
../photo/technical/20190722_d09_1036_img_9086_1.jpg	20190722_d09_1036_img_9086_1.jpg	2019-07-22T10:36:24Z	1477	2019-07-22T10:35:35Z	7.719541	45.958579	3104.96	49
../photo/technical/20190722_d09_1057__mg_6359.jpg	20190722_d09_1057__mg_6359.jpg	2019-07-22T10:57:42Z	1488	2019-07-22T10:57:35Z	7.71594	45.953168	3147.91	7
../photo/technical/20190722_d09_1245__mg_6382.jpg	20190722_d09_1245__mg_6382.jpg	2019-07-22T12:45:21Z	1535	2019-07-22T12:43:35Z	7.71924	45.93429	3460.53	106
../photo/technical/20190722_d09_1322__mg_6398.jpg	20190722_d09_1322__mg_6398.jpg	2019-07-22T13:22:16Z	1550	2019-07-22T13:21:35Z	7.721578	45.929745	3565.74	41
../photo/technical/20190722_d09_1346__mg_6402.jpg	20190722_d09_1346__mg_6402.jpg	2019-07-22T13:46:12Z	1562	2019-07-22T13:45:35Z	7.72269	45.928238	3611.33	37
../photo/technical/20190722_d09_1401_img_9116.jpg	20190722_d09_1401_img_9116.jpg	2019-07-22T14:01:28Z	1570	2019-07-22T14:01:35Z	7.724825	45.929604	3670.51	7
../photo/technical/20190722_d09_1634_img_9132_1.jpg	20190722_d09_1634_img_9132_1.jpg	2019-07-22T16:34:13Z	1592	2019-07-22T16:33:35Z	7.72957	45.932131	3767.04	38
../photo/technical/20190722_d09_1634_img_9132.jpg	20190722_d09_1634_img_9132.jpg	2019-07-22T16:34:13Z	1592	2019-07-22T16:33:35Z	7.72957	45.932131	3767.04	38
../photo/technical/20190722_d09_1647__mg_6430.jpg	20190722_d09_1647__mg_6430.jpg	2019-07-22T16:47:02Z	1599	2019-07-22T16:47:35Z	7.736497	45.931687	3796.82	33
../photo/technical/20190722_d09_1759__mg_6443.jpg	20190722_d09_1759__mg_6443.jpg	2019-07-22T17:59:46Z	1608	2019-07-22T17:37:45Z	7.74091	45.931944	3815.42	1321
../photo/technical/20190723_d10_0612__mg_6452.jpg	20190723_d10_0612__mg_6452.jpg	2019-07-23T06:12:22Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	15714
../photo/technical/20190723_d10_0644__mg_6467.jpg	20190723_d10_0644__mg_6467.jpg	2019-07-23T06:44:09Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	13807
../photo/technical/20190723_d10_0659_img_9186.jpg	20190723_d10_0659_img_9186.jpg	2019-07-23T06:59:28Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	12888
../photo/technical/20190723_d10_0700_img_9191.jpg	20190723_d10_0700_img_9191.jpg	2019-07-23T07:00:00Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	12856
../photo/technical/20190723_d10_0711_img_9195.jpg	20190723_d10_0711_img_9195.jpg	2019-07-23T07:11:30Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	12166
../photo/technical/20190723_d10_0714__mg_6478.jpg	20190723_d10_0714__mg_6478.jpg	2019-07-23T07:14:27Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	11989
../photo/technical/20190723_d10_0714__mg_6479.jpg	20190723_d10_0714__mg_6479.jpg	2019-07-23T07:14:34Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	11982
../photo/technical/20190723_d10_0714_img_9212.jpg	20190723_d10_0714_img_9212.jpg	2019-07-23T07:14:42Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	11974
../photo/technical/20190723_d10_0719__mg_6506.jpg	20190723_d10_0719__mg_6506.jpg	2019-07-23T07:19:06Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	11710
../photo/technical/20190723_d10_0720_img_9228.jpg	20190723_d10_0720_img_9228.jpg	2019-07-23T07:20:45Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	11611
../photo/technical/20190723_d10_0721__mg_6508.jpg	20190723_d10_0721__mg_6508.jpg	2019-07-23T07:21:56Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	11540
../photo/technical/20190723_d10_0721__mg_6509.jpg	20190723_d10_0721__mg_6509.jpg	2019-07-23T07:21:59Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	11537
../photo/technical/20190723_d10_0722__mg_6511.jpg	20190723_d10_0722__mg_6511.jpg	2019-07-23T07:22:05Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	11531
../photo/technical/20190723_d10_0726__mg_6523.jpg	20190723_d10_0726__mg_6523.jpg	2019-07-23T07:26:58Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	11238
../photo/technical/20190723_d10_1014__mg_6535.jpg	20190723_d10_1014__mg_6535.jpg	2019-07-23T10:14:38Z	1609	2019-07-23T10:34:16Z	7.74088	45.931905	3810.28	1178
../photo/technical/20190723_d10_1048__mg_6538.jpg	20190723_d10_1048__mg_6538.jpg	2019-07-23T10:48:19Z	1614	2019-07-23T10:48:16Z	7.744828	45.933015	3824.75	3
../photo/technical/20190723_d10_1048__mg_6539.jpg	20190723_d10_1048__mg_6539.jpg	2019-07-23T10:48:22Z	1614	2019-07-23T10:48:16Z	7.744828	45.933015	3824.75	6
../photo/technical/20190723_d10_1048__mg_6545.jpg	20190723_d10_1048__mg_6545.jpg	2019-07-23T10:48:37Z	1614	2019-07-23T10:48:16Z	7.744828	45.933015	3824.75	21
../photo/technical/20190723_d10_1114_img_9276.jpg	20190723_d10_1114_img_9276.jpg	2019-07-23T11:14:17Z	1626	2019-07-23T11:14:16Z	7.752852	45.933849	3761.8	1
../photo/technical/20190723_d10_1117_img_9280_1.jpg	20190723_d10_1117_img_9280_1.jpg	2019-07-23T11:17:32Z	1628	2019-07-23T11:18:16Z	7.75394	45.933534	3753.33	44
../photo/technical/20190723_d10_1118__mg_6562.jpg	20190723_d10_1118__mg_6562.jpg	2019-07-23T11:18:59Z	1628	2019-07-23T11:18:16Z	7.75394	45.933534	3753.33	43
../photo/technical/20190723_d10_1223_img_9283.jpg	20190723_d10_1223_img_9283.jpg	2019-07-23T12:23:18Z	1659	2019-07-23T12:24:16Z	7.778091	45.925765	3771.15	58
../photo/technical/20190723_d10_1301__mg_6600.jpg	20190723_d10_1301__mg_6600.jpg	2019-07-23T13:01:57Z	1669	2019-07-23T13:02:16Z	7.780236	45.923784	3721.29	19
../photo/technical/20190723_d10_1351_img_9306.jpg	20190723_d10_1351_img_9306.jpg	2019-07-23T13:51:59Z	1682	2019-07-23T13:56:16Z	7.767244	45.920682	3413.51	257
../photo/technical/20190723_d10_1448__mg_6623.jpg	20190723_d10_1448__mg_6623.jpg	2019-07-23T14:48:25Z	1687	2019-07-23T14:46:16Z	7.767295	45.920245	3378.5	129
../photo/technical/20190723_d10_1451_img_9323_1.jpg	20190723_d10_1451_img_9323_1.jpg	2019-07-23T14:51:15Z	1688	2019-07-23T14:52:16Z	7.767253	45.919855	3340.47	61
../photo/technical/20190723_d10_1504__mg_6627.jpg	20190723_d10_1504__mg_6627.jpg	2019-07-23T15:04:31Z	1694	2019-07-23T15:04:16Z	7.764993	45.919782	3239.09	15
../photo/technical/20190723_d10_1511__mg_6633.jpg	20190723_d10_1511__mg_6633.jpg	2019-07-23T15:11:43Z	1698	2019-07-23T15:12:16Z	7.7622	45.917713	3190.28	33
../photo/technical/20190723_d10_1523_img_9348.jpg	20190723_d10_1523_img_9348.jpg	2019-07-23T15:23:32Z	1701	2019-07-23T15:24:16Z	7.762186	45.917715	3183.53	44
../photo/technical/20190723_d10_1540_img_9359.jpg	20190723_d10_1540_img_9359.jpg	2019-07-23T15:40:33Z	1708	2019-07-23T15:40:16Z	7.760605	45.915425	3076.18	17
../photo/technical/20190723_d10_1544__mg_6654.jpg	20190723_d10_1544__mg_6654.jpg	2019-07-23T15:44:17Z	1710	2019-07-23T15:44:16Z	7.759351	45.913863	3029.4	1
../photo/technical/20190723_d10_1610__mg_6667.jpg	20190723_d10_1610__mg_6667.jpg	2019-07-23T16:10:13Z	1718	2019-07-23T16:10:16Z	7.757691	45.9117	2916.25	3
../photo/technical/20190723_d10_1623__mg_6684.jpg	20190723_d10_1623__mg_6684.jpg	2019-07-23T16:23:09Z	1724	2019-07-23T16:22:16Z	7.757678	45.906888	2775.22	53
../photo/technical/20190723_d10_2016__mg_6753.jpg	20190723_d10_2016__mg_6753.jpg	2019-07-23T20:16:40Z	1729	2019-07-23T16:32:30Z	7.759946	45.906251	2744.25	13450
../photo/technical/20190723_d10_2017_img_9413.jpg	20190723_d10_2017_img_9413.jpg	2019-07-23T20:17:09Z	1729	2019-07-23T16:32:30Z	7.759946	45.906251	2744.25	13479
../photo/technical/20190724_d11_0847_img_9434.jpg	20190724_d11_0847_img_9434.jpg	2019-07-24T08:47:04Z	1744	2019-07-24T08:46:33Z	7.756339	45.899111	2547.06	31
../photo/technical/20190724_d11_0913__mg_6825.jpg	20190724_d11_0913__mg_6825.jpg	2019-07-24T09:13:02Z	1757	2019-07-24T09:12:33Z	7.749564	45.889361	2297.55	29
../photo/technical/20190724_d11_0919__mg_6838.jpg	20190724_d11_0919__mg_6838.jpg	2019-07-24T09:19:30Z	1759	2019-07-24T09:18:33Z	7.749546	45.88935	2294.48	57
../photo/technical/20190724_d11_0936__mg_6839.jpg	20190724_d11_0936__mg_6839.jpg	2019-07-24T09:36:58Z	1767	2019-07-24T09:36:33Z	7.74458	45.886597	2193.57	25
../photo/technical/20190724_d11_0943_img_9458.jpg	20190724_d11_0943_img_9458.jpg	2019-07-24T09:43:39Z	1771	2019-07-24T09:44:33Z	7.739786	45.885245	2099.4	54
../photo/technical/20190724_d11_1047__mg_6875.jpg	20190724_d11_1047__mg_6875.jpg	2019-07-24T10:47:14Z	1783	2019-07-24T10:47:45Z	7.735603	45.875857	2069.92	31
../photo/technical/20190724_d11_1123__mg_6884.jpg	20190724_d11_1123__mg_6884.jpg	2019-07-24T11:23:44Z	1799	2019-07-24T11:21:45Z	7.729011	45.867574	1803.83	119
../photo/technical/20190724_d11_1505__mg_6916.jpg	20190724_d11_1505__mg_6916.jpg	2019-07-24T15:05:52Z	1820	2019-07-24T15:01:46Z	7.71849	45.864337	1988.26	246
../photo/technical/20190724_d11_1517_img_9498.jpg	20190724_d11_1517_img_9498.jpg	2019-07-24T15:17:28Z	1822	2019-07-24T15:19:46Z	7.71623	45.862828	2079.22	138
../photo/technical/20190724_d11_1523__mg_6917.jpg	20190724_d11_1523__mg_6917.jpg	2019-07-24T15:23:42Z	1824	2019-07-24T15:23:46Z	7.71618	45.86288	2083.42	4
../photo/technical/20190724_d11_1616__mg_6926.jpg	20190724_d11_1616__mg_6926.jpg	2019-07-24T16:16:43Z	1845	2019-07-24T16:17:46Z	7.710914	45.863543	2341.13	63
../photo/technical/20190724_d11_1734__mg_6930.jpg	20190724_d11_1734__mg_6930.jpg	2019-07-24T17:34:16Z	1869	2019-07-24T17:33:46Z	7.704105	45.863638	2612.46	30
../photo/technical/20190724_d11_1734__mg_6936.jpg	20190724_d11_1734__mg_6936.jpg	2019-07-24T17:34:39Z	1869	2019-07-24T17:33:46Z	7.704105	45.863638	2612.46	53
../photo/technical/20190724_d11_1735__mg_6932.jpg	20190724_d11_1735__mg_6932.jpg	2019-07-24T17:35:02Z	1869	2019-07-24T17:33:46Z	7.704105	45.863638	2612.46	76
../photo/technical/20190724_d11_1744_img_9531.jpg	20190724_d11_1744_img_9531.jpg	2019-07-24T17:44:15Z	1871	2019-07-24T17:43:46Z	7.704059	45.863796	2625.74	29
../photo/technical/20190724_d11_1745_img_9533.jpg	20190724_d11_1745_img_9533.jpg	2019-07-24T17:45:37Z	1871	2019-07-24T17:43:46Z	7.704059	45.863796	2625.74	111
../photo/technical/20190724_d11_1749_img_9543_1.jpg	20190724_d11_1749_img_9543_1.jpg	2019-07-24T17:49:03Z	1871	2019-07-24T17:43:46Z	7.704059	45.863796	2625.74	317
../photo/technical/20190724_d11_1749_img_9545.jpg	20190724_d11_1749_img_9545.jpg	2019-07-24T17:49:29Z	1871	2019-07-24T17:43:46Z	7.704059	45.863796	2625.74	343
../photo/technical/20190724_d11_1806__mg_6956.jpg	20190724_d11_1806__mg_6956.jpg	2019-07-24T18:06:43Z	1875	2019-07-24T18:05:46Z	7.704061	45.863835	2640.21	57
../photo/technical/20190724_d11_1810__mg_6961.jpg	20190724_d11_1810__mg_6961.jpg	2019-07-24T18:10:37Z	1877	2019-07-24T18:09:46Z	7.703453	45.863547	2610.3	51
../photo/technical/20190724_d11_1814__mg_6976.jpg	20190724_d11_1814__mg_6976.jpg	2019-07-24T18:14:00Z	1878	2019-07-24T18:11:46Z	7.702547	45.863771	2586.45	134
../photo/technical/20190725_d12_0844_img_9567.jpg	20190725_d12_0844_img_9567.jpg	2019-07-25T08:44:24Z	1885	2019-07-25T08:44:44Z	7.69948	45.862323	2619.95	20
../photo/technical/20190725_d12_0846__mg_6989.jpg	20190725_d12_0846__mg_6989.jpg	2019-07-25T08:46:35Z	1886	2019-07-25T08:46:44Z	7.698954	45.861607	2630.05	9
../photo/technical/20190725_d12_0901__mg_6991.jpg	20190725_d12_0901__mg_6991.jpg	2019-07-25T09:01:12Z	1893	2019-07-25T09:00:44Z	7.693772	45.858926	2555.37	28
../photo/technical/20190725_d12_0907_img_9576.jpg	20190725_d12_0907_img_9576.jpg	2019-07-25T09:07:38Z	1895	2019-07-25T09:04:44Z	7.693749	45.858914	2555.12	174
../photo/technical/20190725_d12_0932__mg_6996.jpg	20190725_d12_0932__mg_6996.jpg	2019-07-25T09:32:13Z	1906	2019-07-25T09:32:44Z	7.684711	45.858572	2640.26	31
../photo/technical/20190725_d12_0932__mg_7001.jpg	20190725_d12_0932__mg_7001.jpg	2019-07-25T09:32:23Z	1906	2019-07-25T09:32:44Z	7.684711	45.858572	2640.26	21
../photo/technical/20190725_d12_1000__mg_7002.jpg	20190725_d12_1000__mg_7002.jpg	2019-07-25T10:00:51Z	1919	2019-07-25T10:00:44Z	7.681799	45.855355	2742.36	7
../photo/technical/20190725_d12_1003__mg_7008.jpg	20190725_d12_1003__mg_7008.jpg	2019-07-25T10:03:41Z	1920	2019-07-25T10:02:44Z	7.681328	45.855046	2757.59	57
../photo/technical/20190725_d12_1041__mg_7015.jpg	20190725_d12_1041__mg_7015.jpg	2019-07-25T10:41:06Z	1923	2019-07-25T10:38:44Z	7.680184	45.85454	2773.1	142
../photo/technical/20190725_d12_1044_img_9599.jpg	20190725_d12_1044_img_9599.jpg	2019-07-25T10:44:32Z	1923	2019-07-25T10:38:44Z	7.680184	45.85454	2773.1	348
../photo/technical/20190725_d12_1045__mg_7020.jpg	20190725_d12_1045__mg_7020.jpg	2019-07-25T10:45:06Z	1923	2019-07-25T10:38:44Z	7.680184	45.85454	2773.1	382
../photo/technical/20190725_d12_1055__mg_7023.jpg	20190725_d12_1055__mg_7023.jpg	2019-07-25T10:55:55Z	1923	2019-07-25T10:38:44Z	7.680184	45.85454	2773.1	1031
../photo/technical/20190725_d12_1056__mg_7026.jpg	20190725_d12_1056__mg_7026.jpg	2019-07-25T10:56:29Z	1923	2019-07-25T10:38:44Z	7.680184	45.85454	2773.1	1065
../photo/technical/20190725_d12_1057__mg_7029.jpg	20190725_d12_1057__mg_7029.jpg	2019-07-25T10:57:05Z	1923	2019-07-25T10:38:44Z	7.680184	45.85454	2773.1	1101
../photo/technical/20190725_d12_1100_img_9632_1.jpg	20190725_d12_1100_img_9632_1.jpg	2019-07-25T11:00:35Z	1924	2019-07-25T11:20:44Z	7.680166	45.85455	2772.81	1209
../photo/technical/20190725_d12_1104_img_9642_1.jpg	20190725_d12_1104_img_9642_1.jpg	2019-07-25T11:04:20Z	1924	2019-07-25T11:20:44Z	7.680166	45.85455	2772.81	984
../photo/technical/20190725_d12_1109_img_9649.jpg	20190725_d12_1109_img_9649.jpg	2019-07-25T11:09:45Z	1924	2019-07-25T11:20:44Z	7.680166	45.85455	2772.81	659
../photo/technical/20190725_d12_1120__mg_7033.jpg	20190725_d12_1120__mg_7033.jpg	2019-07-25T11:20:33Z	1924	2019-07-25T11:20:44Z	7.680166	45.85455	2772.81	11
../photo/technical/20190725_d12_1202__mg_7034.jpg	20190725_d12_1202__mg_7034.jpg	2019-07-25T12:02:26Z	1929	2019-07-25T12:02:44Z	7.675214	45.852667	2681.26	18
../photo/technical/20190725_d12_1216_img_9661.jpg	20190725_d12_1216_img_9661.jpg	2019-07-25T12:16:42Z	1936	2019-07-25T12:16:44Z	7.666832	45.853548	2684.19	2
../photo/technical/20190725_d12_1217_img_9672_1.jpg	20190725_d12_1217_img_9672_1.jpg	2019-07-25T12:17:26Z	1936	2019-07-25T12:16:44Z	7.666832	45.853548	2684.19	42
../photo/technical/20190725_d12_1227__mg_7040.jpg	20190725_d12_1227__mg_7040.jpg	2019-07-25T12:27:17Z	1939	2019-07-25T12:24:44Z	7.6668519999999996	45.853546	2683.37	153
../photo/technical/20190725_d12_1346__mg_7043.jpg	20190725_d12_1346__mg_7043.jpg	2019-07-25T13:46:44Z	1969	2019-07-25T13:46:44Z	7.642214	45.864229	2126.58	0
../photo/technical/20190725_d12_1352__mg_7045.jpg	20190725_d12_1352__mg_7045.jpg	2019-07-25T13:52:39Z	1972	2019-07-25T13:52:44Z	7.637649	45.865612	2062.14	5
../photo/technical/20190725_d12_1447_img_9715.jpg	20190725_d12_1447_img_9715.jpg	2019-07-25T14:47:22Z	1994	2019-07-25T14:46:44Z	7.623557	45.867938	1544.48	38
